C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C5_,C6_,C7_,I1,I2,I3,C2,I3_bins,I3_bins_new,Y1,Y2
-0.11501589033861868,-1.0386881048235366,0.3699935981521469,0.5907981038440926,-0.31947423354189114,-0.019738291181439722,-0.9300262786028897,0.2988918200221953,2.061599897714018,-0.7884298416805273,1.657701194174783,GOOG,GOOGLE INC.,7375,1.0,10,3,1,0
-0.23423994396647982,0.8655854005611601,-0.02908493321478207,-1.0194313554429537,-0.2889012309185818,-0.648428010617233,-0.07760833177396725,-0.03887964595747095,1.6380846361616863,1.2684689924097752,1.657701194174783,PCS,"T-Mobile US, Inc. ",4812,1.0,6,1,0,1
-1.2625515440046267,0.1048199211857754,0.17975059712597188,0.5511238391111024,-0.40928086030722804,1.6825088750216592,0.7049632415663959,-0.7077673866649578,0.2506953079179404,1.2682147783663031,1.657701194174783,MJN,Mead Johnson Nutrition Co ,2000,1.0,5,2,0,1
-0.5987390140642254,-0.4017588324596577,-0.29342796002674476,-0.024345967730921493,2.622510125867949,2.2516849898637354,-1.3144339236405134,0.5425678900168627,0.16588959943523907,-0.7884298416805273,-1.2945588807675652,SNMX,SENOMYX INC,8731,1.0,10,3,1,1
1.857850369437669,0.5176791566549348,0.4407638129201733,0.6088820756019255,0.3447338799315447,1.596053361097151,0.0221045661183867,0.867563749004853,-0.39007694976246915,1.2682147783663031,1.657701194174783,ZZ,SEALY CORP,2510,1.0,5,2,0,0
0.9818765830809779,-1.2769136208760286,0.23555590692962525,-0.3602847860433721,0.5294893711242934,1.6953695056890055,2.239065509801563,-0.5635332913644511,-0.24040260149052006,-0.7884298416805273,1.657701194174783,ROC,"Rockwood Holdings, Inc. ",2800,1.0,5,2,1,0
1.857850369437669,-0.3261378317768,1.028749599969297,0.2047840689374594,-0.21779824531309722,0.6446971149462707,0.7918571081787311,0.16234613998714817,1.6674708323465917,-0.7884298416805273,1.657701194174783,EDMC,EDUCATION MANAGEMENT Corp,8200,1.0,10,3,1,1
-0.44827628863880226,0.07789338721893649,-2.2191284774393267,1.7668172219010203,-1.0082562451693344,-0.9590370751629614,-1.7596485468285499,1.4829033130777627,1.3049352468138107,1.2683418814604774,1.657701194174783,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,8351,1.0,10,3,0,1
0.23721692470813188,1.0039047774521825,-0.3697865204331911,-0.6361868775305568,0.8637571675390369,1.9605432004573207,-1.194429643592801,0.386855853462205,-0.1701948055850504,-0.7884298416805273,-1.308217032001062,MBRX, METABASIS THERAPEUTICS INC,2834,1.0,5,2,1,0
0.049016827647716074,-1.771119337227527,1.1353918321985705,-0.6249854281525171,-0.14175873515560683,-0.6086120612005529,0.2757859276178082,0.09433687268205229,1.2135886746353415,-0.7884298416805273,-0.48654812420497373,PFWD,Phase Forward Inc ,7389,1.0,10,3,1,1
-0.7363153138334474,1.5428108899664963,-1.0063046905009625,0.29251808268097895,0.2982304307012122,-0.3819543967867921,-1.6546857545660913,-0.8880918719869136,0.10787678704454841,1.2679772840441992,-0.8300950406334435,ARCL,"Archipelago Learning, Inc.",8200,1.0,10,3,0,1
-1.682625885533316,0.018560812790543564,-0.4211100282707986,-0.7992971439001493,-1.1719036106747651,-1.1874043716814426,-0.12855116962654875,0.0048723764269300585,-0.7936524876796462,1.268236405338414,-1.6322203739319932,TNDM,TANDEM DIABETES CARE INC ,3841,1.0,5,2,0,1
0.6179886565135073,0.9002565296608431,-0.338553996854772,-0.7230730824299134,-1.1785856202634486,-0.40826382377029635,-0.394216696194353,1.7800347249405613,-0.08903833969797458,1.2685020236034807,1.308560417954919,ARBX,ARBINET Corp,7389,1.0,10,3,0,1
-0.1486900768769093,0.3499223247996468,-2.267401008862243,1.285097736671402,-1.1517584118302098,-0.2979654327161065,-1.1653237674798596,-0.09678051330453118,2.061599897714018,1.2681755444615244,0.19852595310845533,AWAY,HOMEAWAY INC,7389,1.0,10,3,0,1
-0.7564653397601558,-0.031671608053999815,0.32962991649441514,-0.81197054207231,0.8787244631870019,-1.4600119090065211,-1.0727473872154627,-0.6046789556244891,0.09027492038396372,-0.7884298416805273,-1.488647504661938,PHRM,PHARMION CORP,2834,1.0,5,2,1,0
-2.406833045885358,0.3438739157639068,0.7311943126863709,0.05791672703281006,0.7719728187408587,-0.9986688183228436,0.25512134092078903,-0.9823697882411193,-0.3507210302848467,-0.7884298416805273,0.7610957827991628,TLVT,TELVENT GIT S A ,7373,1.0,10,3,1,1
1.857850369437669,1.1351543374679716,-0.19344603059881377,-1.1510317072410474,0.17567141628728633,-0.9083173062073164,-1.2515699147807016,1.3395355630481545,0.5053837559753842,1.26843206730474,-0.7877320339232305,CPIX,CUMBERLAND PHARMACEUTICALS INC,2834,1.0,5,2,0,0
-0.9440542467141446,-0.16600126160416886,0.08088915277507716,-1.3469484443647235,-0.7826772396796144,-0.4804218735030301,1.7768255116702785,1.3036552127361563,-0.5747149847640654,-0.7884298416805273,-0.46273477559029624,ALLI,ALLION HEALTHCARE INC,8099,1.0,10,3,0,1
0.9818765830809779,-1.3195634395951783,-0.4834668144449161,-1.27144055820155,1.8292934575573783,-0.5632205598294271,-1.3439837887635881,0.22941159198610112,0.26703783424306216,-0.7884298416805273,-0.13663272379257765,TRCA,TERCICA INC,2834,1.0,5,2,1,0
