C1,C4,T3_,T4_,T5_,S1_,S2_,S3_,C3_,C5_,C6_,Imputed_C7,I1,I2,C3_,Imputed_C2,Imputed_C7,Y1,Y2
5.659482215759621,0.043563711,2.3932787892460468,0.6257928118393234,0.05243234536082474,-4.972393946169492,-4.5825541559644085,0.009262242268041237,0,0.7149466105502742,2.5543647746451774,50.556000000000004,CSCD,CASCADE MICROTECH INC,0,1.0,50.556000000000004,0,0
4.890349128221754,0.040094726000000004,2.4660244029146803,0.6209850107066381,0.05455274769354192,-5.71710792925335,-4.6515565028461285,0.012113918973124749,0,2.1343849825759706,0.0,41.471000000000004,ENTR,ENTROPIC COMMUNICATIONS INC,0,1.0,41.471000000000004,1,1
4.343805421853684,-0.006315605,2.3324872102966414,0.6317135549872123,0.05325914149443561,-5.05783689558055,-4.4366632146456935,0.011747041158805864,1,0.8367101940503451,0.0,363.465,AIMC,Altra Industrial Motion Corp. ,1,1.0,363.465,1,1
2.770838879042503,0.044370815999999993,2.396530805543302,0.628498727735369,0.041113334546116063,-5.297771763188135,-4.80529527809034,0.008186283427323995,1,1.6657056581419833,0.0,226.46200000000002,TGH,TEXTAINER GROUP HOLDINGS LTD,1,1.0,226.46200000000002,1,1
4.543294782270004,-0.057556077000000004,2.168756842330907,0.6431372549019608,0.04528029334963053,-5.670937094734388,-5.2337232883116425,0.010056114228568254,1,1.7447366879143171,0.0,197.59099999999998,ACOM,Ancestry.com Inc. ,1,1.0,197.59099999999998,0,1
4.143134726391533,-0.0035916359999999996,2.4297393354911887,0.6385281385281385,0.04926183737474184,-5.508012400009738,-4.447866392169424,0.012927407634054922,1,1.6864899802170037,1.9740230337485711,378.525,CONN,CONNS INC,1,0.0,378.525,0,0
4.543294782270004,0.019769381000000003,2.3479088532324397,0.7419354838709677,0.04435405771838079,-5.402967952846284,-4.931621140054081,0.010071663761379043,1,1.470769232230013,2.371262202993375,79.367,FRAN,Francesca's Holdings CORP,1,1.0,79.367,0,1
4.672828834461906,0.006842771,2.4456151650639932,0.6338329764453962,0.04618398252090711,-5.33460409226653,-5.016150361147996,0.008965569200632864,0,1.0909424646961017,2.656646422956528,2599.8160000000003,DSW,DSW Inc. ,0,1.0,2599.8160000000003,0,0
4.2626798770413155,0.017323823000000002,2.463278163425069,0.6423017107309487,0.05394428236370917,-5.3262185993208675,-4.00367875302634,0.01098335335507122,1,1.5458172656602902,0.0,1331.317,TMH,TEAM HEALTH HOLDINGS INC,1,1.0,1331.317,1,1
4.248495242049359,0.004195600000000001,2.4390138872485134,0.6509090909090909,0.05245460659045057,-4.888602168159106,-4.339242880390873,0.009818426361802286,0,0.9355400944681871,0.0,0.9990000000000001,GNMK,"GenMark Diagnostics, Inc.",0,0.0,0.9990000000000001,1,0
